1 miyalu ngulaju
2 yapalpa yawupardija
1 jintajuku rdakujulpalu
1 kalalungamikirra kurlirra
2 wajarlipa yani
1 yanu yapakarilpa
1 manu milpartiri
1 kujaka wirijarlu
2 kala yarnkajarni
1 kuja yantarlirli
1 watipatuku yalilpalujana
1 kala luurlnyinaja
1 wajarlipa yanu
1 nyanungurlu purlkapurlkarlu
1 warurnu wirrijirli
2 katurnurra kuyu
1 jurnpurnpawana pakarli
1 karinganta wajalpa
1 lawajarrijalpalu yangka
1 nyinja wantaju
1 panukari purdujurru
1 nyinajalpalu panturnu
1 mardukuru pina
1 katurnu kujarlu
1 janyinkiyirla lirrinyinaja
1 pardijarra yinya
1 marna marnalku
1 kuja nyurunyurujarrijayijala
1 kardirripardu nganayiji
1 ngulaju yarlaku
1 warnapari yijardunyayirni
1 jutururrparlalpalu karlarra
1 mardarnu yangka
1 ngakarlipa yirrarnu
1 karingantalu malamalaku
1 ngamardinyanu yalumpujuku
1 miyi yurturlukari
2 manu nyinaja
1 ngakalpalunyanu nyangu
1 manu ngamingka
1 kalajana yirrarnurnu
2 kala karna
1 tirnangku wangurlu
1 wirntija yaliji
1 marrkirdi yawalyurru
3 miyipardu yungu
1 nyiyarlulpajana yarla
1 kalalujana yarla
1 ngulawarnuju pinapinamanulpalunyanu
1 ngulangurlunyalu pakarnu
1 marlu yupujurlajulpalu
1 kurdukurduwiyi warnapariji
1 manulpalu nganturnu
1 nyarrparakurra yanu
1 kuja pirlinyanungurlu
1 kanunjumparra yarturajangka
1 kujalpalu kulujarlulku
1 yalikirrajuku yaliwardingki
1 walyaju yarla
1 ngurrjunyayirnilpalu yungu
1 kujajarrija warlkurrmanu
1 nyinajalpalu yanurnu
1 parntiparntiparnkaja yananyarra
1 kalalu kardiyakurlanguwangurlu
2 kalalu warnapari
1 kuja yarnkajarra
2 yalumpuju yapapayirrarnu
1 jalangujalangu yapakarikilpa
1 mikawurru pirli
1 ngapawarnurlu yarlurnu
1 muturnamuturna yarda
1 mangarri yarla
1 yalinyalpalunyanu yimiji
1 nyinaja wuu
1 kulpaja panukarii
1 pilja warrarna
2 kalalu kalalujana
1 yalinya yapapayirrarnu
1 karlumpayi yani
1 pardija yarlarlinjikirra
1 mapirrirlilki nyurdipatukurra
2 kala mikawurrurlajinta
1 jurnpurnpupiya pamakupurda
1 nyirrpingka yalumpurla
1 jakamarra manu
2 karri nganturnu
1 kuruwarrilpalu purlkapurlkarlu
2 ngayi ngunaja
1 manulpajana ngayilpa
1 nyinaja yirrarnulparla
1 jalangurlu kurdijirlajulpalu
1 ngulangurluju yanurnu
1 kala yalumpurlulku
1 kulakalu kulalpalu
1 ngamarnarlangu yarlaju
1 kuyukurlukulpalujana ngulajulpalujana
1 kanjanu waturlpunyu
1 purralyanyjurrurnu wiringki
1 kala kuna
10 kala pungu
1 ngulawarnuju nyirrpikirra
1 ngamarnarlangu yurturlu
2 kalalu karnarrikirra
1 kaninjarrarlangulpalu marda
1 kalalu warurnu
1 ngurluwangu yungka
1 marlu mayilpa
1 kala yarnkajarra
1 kala ngula
3 kalalu wirlinyi
2 kalalu muturnamuturna
1 kintilparlu witawangulku
1 parntarrija pinjanu
1 kalalu nyurdipatukurra
1 kujalpalu lirrinyinaja
1 marnaju yaliyijala
3 yapakujana yungujana
1 karinganta nyanyi
1 waja yanirra
1 jukurrpa kulpurlunukulpalu
1 kuja yali
1 jalangujalangu malamalaku
1 panukari wuu
1 ngarrinjayanuyijala nyinaja
1 pirlingawurrpa yimiji
1 warrukirdikirdiyijala yarlangkayijala
1 piljarlangulpa pungu
1 kuyupungunyayirni minija
1 karinganta karna
2 karnangku ngarrirni
1 luwarnu marlu
1 yangkaku yurntalnyanuku
